ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit
54733,10,5) $500 - $750,591.39,0,1,Rural,1,Multichannel,Mens E-Mail,0
39270,2,2) $100 - $200,142.28,0,1,Surburban,0,Web,No E-Mail,0
6346,10,2) $100 - $200,169.81,1,0,Surburban,0,Web,Womens E-Mail,0
53271,7,5) $500 - $750,603.55,1,1,Surburban,1,Multichannel,Womens E-Mail,0
7454,12,1) $0 - $100,34.13,1,0,Urban,1,Phone,Mens E-Mail,0
25770,12,2) $100 - $200,174.74,0,1,Urban,0,Phone,Mens E-Mail,0
34661,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,1
4361,9,2) $100 - $200,176.29,1,0,Urban,0,Phone,Mens E-Mail,1
5025,1,"6) $750 - $1,000",833.89,0,1,Surburban,1,Web,Mens E-Mail,1
6517,6,3) $200 - $350,325.24,1,0,Surburban,1,Web,Womens E-Mail,0
29251,5,1) $0 - $100,39.02,0,1,Surburban,0,Phone,No E-Mail,0
11288,6,1) $0 - $100,79.67,1,0,Urban,1,Web,Mens E-Mail,1
39927,2,1) $0 - $100,82.97,1,0,Surburban,0,Phone,Womens E-Mail,0
50569,10,4) $350 - $500,407.24,0,1,Surburban,0,Web,Womens E-Mail,0
36406,3,5) $500 - $750,543.5,0,1,Surburban,1,Multichannel,Womens E-Mail,0
309,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0
58744,4,3) $200 - $350,230.43,1,0,Surburban,1,Phone,Mens E-Mail,0
46808,6,"6) $750 - $1,000",798.32,1,1,Surburban,1,Phone,Mens E-Mail,0
56103,9,4) $350 - $500,474.74,1,0,Urban,0,Multichannel,Mens E-Mail,0
28435,5,"6) $750 - $1,000",882.81,1,1,Surburban,1,Multichannel,Womens E-Mail,0
52138,9,2) $100 - $200,129.93,0,1,Urban,0,Phone,Womens E-Mail,0
37422,3,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0
55879,9,2) $100 - $200,153.88,1,0,Surburban,1,Web,Womens E-Mail,0
49128,8,4) $350 - $500,407.57,0,1,Rural,0,Multichannel,No E-Mail,0
28401,11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0
42460,2,"6) $750 - $1,000",754.83,1,1,Urban,1,Phone,Womens E-Mail,0
23480,9,2) $100 - $200,102.0,0,1,Surburban,1,Phone,Womens E-Mail,0
41278,6,3) $200 - $350,256.64,0,1,Surburban,1,Phone,No E-Mail,0
35328,11,2) $100 - $200,198.56,0,1,Urban,0,Phone,No E-Mail,0
17768,6,3) $200 - $350,206.77,1,0,Urban,1,Web,Mens E-Mail,0
53853,10,3) $200 - $350,259.61,0,1,Rural,1,Web,Womens E-Mail,1
38742,2,2) $100 - $200,133.02,0,1,Urban,1,Phone,Mens E-Mail,1
34195,1,3) $200 - $350,260.3,0,1,Rural,1,Multichannel,Womens E-Mail,0
8499,4,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0
63754,10,3) $200 - $350,267.99,0,1,Surburban,1,Multichannel,No E-Mail,0
30408,10,4) $350 - $500,435.66,0,1,Surburban,0,Web,Womens E-Mail,1
19085,8,4) $350 - $500,357.09,1,0,Urban,0,Web,No E-Mail,0
49727,6,2) $100 - $200,103.01,1,0,Surburban,0,Web,No E-Mail,0
2145,6,1) $0 - $100,70.48,0,1,Urban,1,Web,No E-Mail,0
44737,2,1) $0 - $100,43.15,1,0,Urban,0,Phone,No E-Mail,0
11410,9,4) $350 - $500,427.78,0,1,Urban,0,Web,Mens E-Mail,0
23691,2,1) $0 - $100,59.29,0,1,Urban,0,Phone,No E-Mail,0
12384,7,2) $100 - $200,160.69,1,0,Urban,0,Web,Mens E-Mail,1
51325,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
55837,5,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0
34743,9,4) $350 - $500,443.97,0,1,Rural,0,Multichannel,Womens E-Mail,0
37562,6,3) $200 - $350,207.93,1,0,Rural,0,Phone,Mens E-Mail,1
24732,9,2) $100 - $200,136.06,0,1,Surburban,1,Phone,Mens E-Mail,0
45312,6,4) $350 - $500,406.69,1,0,Urban,0,Web,Mens E-Mail,0
63306,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0
17257,1,3) $200 - $350,244.97,1,0,Surburban,1,Web,No E-Mail,1
4502,12,1) $0 - $100,49.78,0,1,Urban,1,Phone,Womens E-Mail,1
31299,1,2) $100 - $200,104.98,1,0,Urban,0,Phone,No E-Mail,0
15851,3,3) $200 - $350,337.28,0,1,Surburban,0,Phone,Mens E-Mail,1
23296,9,1) $0 - $100,79.06,0,1,Surburban,1,Web,No E-Mail,0
37889,11,2) $100 - $200,110.21,0,1,Urban,1,Web,Womens E-Mail,0
26223,1,5) $500 - $750,531.17,1,1,Surburban,1,Web,No E-Mail,1
12739,6,3) $200 - $350,320.96,1,1,Surburban,0,Phone,Womens E-Mail,0
6604,9,4) $350 - $500,399.63,1,0,Rural,0,Phone,Womens E-Mail,0
39530,9,2) $100 - $200,185.77,0,1,Urban,0,Web,Mens E-Mail,0
13177,10,1) $0 - $100,56.24,1,0,Surburban,1,Phone,Mens E-Mail,0
33937,10,1) $0 - $100,87.05,0,1,Urban,1,Web,Mens E-Mail,0
11321,10,1) $0 - $100,29.99,0,1,Rural,1,Web,Womens E-Mail,0
48750,3,1) $0 - $100,39.14,0,1,Urban,1,Web,No E-Mail,0
8581,2,3) $200 - $350,224.54,1,0,Urban,0,Multichannel,Mens E-Mail,0
31330,1,1) $0 - $100,66.8,0,1,Surburban,1,Web,Womens E-Mail,0
45320,12,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0
11552,8,"6) $750 - $1,000",771.67,1,1,Urban,1,Phone,No E-Mail,0
12133,6,3) $200 - $350,279.94,0,1,Rural,0,Web,Womens E-Mail,1
56076,8,1) $0 - $100,54.45,1,0,Urban,0,Web,No E-Mail,0
53285,9,2) $100 - $200,197.19,1,0,Urban,0,Web,Mens E-Mail,0
14046,11,1) $0 - $100,39.24,1,0,Surburban,0,Web,No E-Mail,0
55538,7,1) $0 - $100,43.09,0,1,Surburban,0,Phone,Womens E-Mail,0
17255,2,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
34442,2,1) $0 - $100,32.34,0,1,Rural,1,Phone,No E-Mail,1
35978,10,2) $100 - $200,176.18,0,1,Urban,0,Phone,Womens E-Mail,1
10064,9,2) $100 - $200,171.53,1,0,Surburban,0,Web,No E-Mail,0
20367,7,1) $0 - $100,66.08,0,1,Surburban,1,Phone,Womens E-Mail,0
7734,2,3) $200 - $350,297.24,1,0,Urban,0,Phone,Mens E-Mail,1
26871,8,2) $100 - $200,160.26,1,0,Surburban,1,Web,No E-Mail,0
9884,5,1) $0 - $100,47.51,0,1,Surburban,0,Web,No E-Mail,0
38462,6,2) $100 - $200,114.17,1,0,Urban,1,Web,Mens E-Mail,0
20823,6,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,0
16305,2,"6) $750 - $1,000",796.67,1,0,Surburban,1,Multichannel,No E-Mail,0
42922,1,4) $350 - $500,468.55,0,1,Surburban,1,Web,No E-Mail,0
11585,1,5) $500 - $750,613.9,1,1,Urban,1,Phone,No E-Mail,0
35658,5,1) $0 - $100,31.04,0,1,Surburban,0,Phone,No E-Mail,0
32262,12,1) $0 - $100,79.63,0,1,Urban,1,Phone,Womens E-Mail,0
14050,9,2) $100 - $200,100.72,1,0,Urban,1,Web,Mens E-Mail,0
26019,10,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1
60007,5,1) $0 - $100,90.89,1,0,Surburban,0,Phone,Womens E-Mail,0
55775,2,3) $200 - $350,288.99,1,0,Rural,1,Web,No E-Mail,0
12508,4,4) $350 - $500,493.26,0,1,Urban,1,Web,Mens E-Mail,0
53150,10,3) $200 - $350,260.87,1,1,Urban,1,Phone,Mens E-Mail,0
41400,11,2) $100 - $200,129.9,0,1,Urban,1,Phone,No E-Mail,0
19912,1,"7) $1,000 +",1113.09,0,1,Urban,1,Multichannel,Mens E-Mail,1
51249,11,1) $0 - $100,50.11,1,0,Urban,1,Web,Womens E-Mail,0
61733,2,1) $0 - $100,88.38,0,1,Urban,0,Web,No E-Mail,0
25163,2,3) $200 - $350,204.15,1,1,Urban,0,Phone,No E-Mail,0
36794,11,4) $350 - $500,418.89,1,0,Urban,0,Phone,Mens E-Mail,1
32989,3,4) $350 - $500,471.54,1,0,Urban,0,Web,Mens E-Mail,0
60539,1,2) $100 - $200,185.07,1,0,Surburban,0,Phone,Womens E-Mail,1
54130,2,2) $100 - $200,172.48,1,0,Urban,1,Phone,Mens E-Mail,0
18710,2,2) $100 - $200,182.86,0,1,Surburban,0,Web,Womens E-Mail,1
9509,12,1) $0 - $100,71.82,1,0,Surburban,1,Phone,No E-Mail,0
30178,1,1) $0 - $100,38.25,0,1,Surburban,0,Web,Mens E-Mail,0
27956,3,3) $200 - $350,240.97,1,1,Surburban,1,Multichannel,Womens E-Mail,0
35975,10,1) $0 - $100,87.32,0,1,Urban,1,Phone,Womens E-Mail,0
44179,12,2) $100 - $200,115.55,0,1,Urban,0,Web,Mens E-Mail,0
41134,1,3) $200 - $350,223.08,0,1,Urban,0,Phone,Mens E-Mail,0
40402,11,5) $500 - $750,657.46,0,1,Urban,1,Web,Mens E-Mail,0
28954,4,2) $100 - $200,109.45,1,0,Surburban,1,Phone,No E-Mail,0
50143,2,5) $500 - $750,674.79,1,1,Rural,1,Web,Womens E-Mail,0
48304,6,3) $200 - $350,208.27,0,1,Urban,0,Multichannel,Mens E-Mail,0
57665,1,2) $100 - $200,193.66,0,1,Urban,0,Web,Mens E-Mail,0
8004,1,"7) $1,000 +",1273.1,1,0,Urban,1,Web,Mens E-Mail,0
23944,2,1) $0 - $100,71.71,0,1,Urban,1,Web,Mens E-Mail,0
22166,9,1) $0 - $100,65.65,0,1,Urban,1,Web,Womens E-Mail,0
36064,4,4) $350 - $500,499.43,0,1,Surburban,1,Multichannel,Womens E-Mail,0
63557,10,5) $500 - $750,595.32,1,1,Surburban,1,Phone,No E-Mail,0
36545,10,4) $350 - $500,417.72,1,0,Urban,1,Multichannel,Mens E-Mail,0
61764,8,3) $200 - $350,207.84,0,1,Rural,1,Phone,No E-Mail,0
58009,6,3) $200 - $350,206.94,1,0,Rural,0,Web,No E-Mail,0
55167,8,1) $0 - $100,64.73,1,0,Surburban,0,Phone,No E-Mail,0
37806,9,3) $200 - $350,309.31,1,0,Surburban,0,Phone,Mens E-Mail,0
12458,12,1) $0 - $100,74.11,0,1,Surburban,0,Web,No E-Mail,0
15432,9,2) $100 - $200,149.21,0,1,Urban,0,Web,No E-Mail,0
37324,4,1) $0 - $100,74.51,1,0,Urban,0,Phone,No E-Mail,0
25034,9,3) $200 - $350,272.99,1,1,Urban,1,Phone,Mens E-Mail,0
5384,9,5) $500 - $750,618.79,1,0,Rural,1,Multichannel,Womens E-Mail,0
15945,1,2) $100 - $200,148.08,0,1,Urban,0,Phone,No E-Mail,0
61433,4,1) $0 - $100,96.91,1,0,Surburban,1,Web,No E-Mail,0
7830,10,"7) $1,000 +",1117.16,1,1,Surburban,1,Multichannel,Mens E-Mail,1
11421,2,2) $100 - $200,143.13,0,1,Surburban,0,Phone,Mens E-Mail,1
11413,1,1) $0 - $100,65.37,1,0,Urban,1,Web,Mens E-Mail,0
33412,1,1) $0 - $100,68.54,1,0,Surburban,0,Phone,Womens E-Mail,1
44127,7,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0
29229,9,2) $100 - $200,107.79,0,1,Surburban,0,Phone,No E-Mail,0
28575,4,1) $0 - $100,54.57,0,1,Surburban,1,Web,Womens E-Mail,0
61234,3,5) $500 - $750,543.89,0,1,Surburban,1,Multichannel,Womens E-Mail,0
52229,5,2) $100 - $200,175.53,0,1,Surburban,1,Web,Womens E-Mail,0
2037,2,"6) $750 - $1,000",831.78,1,0,Surburban,1,Phone,Womens E-Mail,0
51695,5,5) $500 - $750,512.14,1,1,Urban,1,Multichannel,Mens E-Mail,0
57550,5,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0
51799,10,2) $100 - $200,147.96,0,1,Rural,0,Web,Womens E-Mail,0
38059,1,3) $200 - $350,309.58,1,0,Surburban,0,Web,Womens E-Mail,0
31927,1,5) $500 - $750,673.9,0,1,Urban,1,Web,Mens E-Mail,0
47007,9,3) $200 - $350,261.41,0,1,Surburban,1,Web,Mens E-Mail,0
56953,4,5) $500 - $750,585.96,1,0,Urban,1,Multichannel,No E-Mail,0
58586,4,2) $100 - $200,184.17,1,0,Surburban,0,Web,Womens E-Mail,0
23187,8,1) $0 - $100,70.56,1,0,Surburban,1,Phone,No E-Mail,0
45306,3,3) $200 - $350,284.67,1,1,Rural,1,Phone,Womens E-Mail,1
53274,10,4) $350 - $500,486.08,1,0,Urban,1,Multichannel,Womens E-Mail,0
60728,2,3) $200 - $350,271.13,0,1,Surburban,0,Multichannel,Womens E-Mail,0
18145,6,2) $100 - $200,164.5,0,1,Urban,0,Phone,No E-Mail,0
43197,2,1) $0 - $100,74.73,1,0,Urban,0,Phone,Mens E-Mail,0
35891,1,1) $0 - $100,74.5,1,0,Rural,0,Web,Mens E-Mail,0
43367,3,2) $100 - $200,190.41,0,1,Urban,1,Web,Womens E-Mail,0
40804,5,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
37621,4,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0
27483,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0
50107,5,2) $100 - $200,139.58,0,1,Urban,0,Phone,Mens E-Mail,0
20231,10,4) $350 - $500,358.49,1,0,Surburban,1,Phone,No E-Mail,0
47672,6,1) $0 - $100,74.09,0,1,Urban,0,Web,Womens E-Mail,0
16366,8,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0
56031,7,3) $200 - $350,276.86,1,0,Urban,1,Phone,No E-Mail,0
61003,5,3) $200 - $350,211.52,1,1,Surburban,0,Web,Mens E-Mail,0
57909,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0
31542,9,1) $0 - $100,34.17,1,0,Surburban,1,Phone,Womens E-Mail,0
32288,8,1) $0 - $100,39.32,0,1,Surburban,1,Web,Womens E-Mail,0
32171,1,2) $100 - $200,186.66,0,1,Rural,1,Web,Mens E-Mail,0
47198,1,1) $0 - $100,30.57,1,0,Urban,0,Phone,No E-Mail,0
31392,6,3) $200 - $350,225.58,1,0,Rural,1,Multichannel,Womens E-Mail,0
7295,1,"6) $750 - $1,000",884.59,1,1,Urban,1,Web,No E-Mail,0
25260,1,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0
53499,6,1) $0 - $100,47.86,0,1,Rural,0,Web,No E-Mail,0
2658,9,2) $100 - $200,194.12,0,1,Surburban,1,Web,No E-Mail,0
51553,1,2) $100 - $200,120.91,0,1,Urban,0,Web,Mens E-Mail,0
26672,5,3) $200 - $350,281.37,1,0,Surburban,0,Web,Mens E-Mail,1
22938,5,2) $100 - $200,134.21,1,0,Surburban,0,Web,Womens E-Mail,0
38950,4,2) $100 - $200,149.48,1,0,Urban,1,Web,Womens E-Mail,0
31087,2,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0
40583,8,3) $200 - $350,304.17,1,0,Urban,1,Phone,No E-Mail,0
16868,4,3) $200 - $350,274.45,0,1,Urban,1,Multichannel,Mens E-Mail,0
52747,12,4) $350 - $500,415.48,0,1,Urban,0,Phone,Mens E-Mail,0
8031,9,4) $350 - $500,491.91,1,0,Surburban,0,Web,No E-Mail,0
13683,7,2) $100 - $200,144.73,0,1,Surburban,0,Phone,Womens E-Mail,0
5652,2,1) $0 - $100,82.06,0,1,Urban,0,Web,Womens E-Mail,0
41111,3,5) $500 - $750,544.18,1,1,Surburban,1,Multichannel,Womens E-Mail,1
47943,5,1) $0 - $100,89.67,1,0,Urban,1,Web,Mens E-Mail,0
45233,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0
19854,10,2) $100 - $200,103.51,0,1,Urban,1,Phone,No E-Mail,0
61062,1,2) $100 - $200,117.45,1,0,Surburban,0,Phone,Womens E-Mail,0
4513,9,1) $0 - $100,29.99,0,1,Rural,1,Phone,Womens E-Mail,0
13143,3,5) $500 - $750,550.83,1,0,Urban,1,Phone,Womens E-Mail,0
35544,2,1) $0 - $100,63.71,0,1,Surburban,1,Phone,Mens E-Mail,0
19782,4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0
62976,1,"7) $1,000 +",1313.25,0,1,Urban,1,Phone,No E-Mail,0
27278,5,3) $200 - $350,325.3,0,1,Urban,0,Multichannel,Mens E-Mail,1
1204,9,1) $0 - $100,46.09,1,0,Urban,1,Web,No E-Mail,0
60288,3,3) $200 - $350,283.41,0,1,Surburban,0,Phone,No E-Mail,0
28005,9,1) $0 - $100,81.25,0,1,Surburban,0,Web,No E-Mail,0
51022,8,4) $350 - $500,433.87,1,0,Rural,0,Web,No E-Mail,0
28635,6,2) $100 - $200,112.34,1,0,Rural,1,Web,No E-Mail,0
24308,8,5) $500 - $750,659.52,1,1,Urban,1,Web,Mens E-Mail,0
11282,2,5) $500 - $750,727.42,1,1,Surburban,1,Web,Womens E-Mail,0
30522,9,2) $100 - $200,105.61,1,0,Surburban,1,Phone,Mens E-Mail,0
40327,6,5) $500 - $750,716.9,1,1,Surburban,1,Phone,Womens E-Mail,0
41104,7,2) $100 - $200,198.78,1,0,Urban,0,Web,No E-Mail,0
60589,5,1) $0 - $100,54.66,1,0,Urban,0,Phone,Mens E-Mail,0
41149,12,2) $100 - $200,133.55,1,0,Surburban,1,Phone,Mens E-Mail,0
11038,2,5) $500 - $750,530.47,1,0,Surburban,1,Multichannel,No E-Mail,0
31183,1,4) $350 - $500,351.64,0,1,Surburban,0,Web,Mens E-Mail,0
54744,7,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0
26782,3,5) $500 - $750,643.61,1,0,Urban,1,Multichannel,No E-Mail,0
18350,10,1) $0 - $100,34.79,0,1,Urban,0,Phone,No E-Mail,1
19214,7,2) $100 - $200,119.52,0,1,Surburban,0,Web,No E-Mail,0
33593,7,5) $500 - $750,558.2,0,1,Surburban,1,Web,Womens E-Mail,0
56832,1,"7) $1,000 +",1649.38,0,1,Surburban,1,Phone,Womens E-Mail,0
21197,4,4) $350 - $500,448.49,0,1,Surburban,1,Multichannel,Mens E-Mail,0
20942,2,1) $0 - $100,77.38,1,0,Urban,0,Phone,Mens E-Mail,1
21804,7,4) $350 - $500,395.13,1,0,Rural,0,Multichannel,No E-Mail,1
47046,4,5) $500 - $750,718.93,1,1,Urban,1,Web,No E-Mail,0
3280,6,2) $100 - $200,169.3,0,1,Rural,1,Phone,Mens E-Mail,1
31263,11,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0
36411,5,1) $0 - $100,68.03,1,0,Urban,1,Phone,Womens E-Mail,0
57068,2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0
58349,1,3) $200 - $350,238.74,1,1,Urban,0,Web,No E-Mail,0
26250,2,2) $100 - $200,112.39,0,1,Surburban,1,Phone,No E-Mail,0
39286,10,2) $100 - $200,174.62,0,1,Urban,0,Phone,Mens E-Mail,0
24225,1,2) $100 - $200,165.41,1,0,Surburban,1,Phone,Mens E-Mail,0
33595,2,"7) $1,000 +",1133.3,1,1,Surburban,1,Web,No E-Mail,1
30207,1,4) $350 - $500,411.24,1,1,Rural,1,Multichannel,Womens E-Mail,1
32736,1,2) $100 - $200,183.5,0,1,Urban,0,Web,Womens E-Mail,0
35219,7,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
48952,9,2) $100 - $200,176.45,1,0,Rural,0,Phone,Mens E-Mail,0
12225,5,2) $100 - $200,114.96,1,0,Surburban,0,Phone,Womens E-Mail,0
61111,10,3) $200 - $350,249.63,1,0,Rural,0,Phone,No E-Mail,0
39063,4,3) $200 - $350,326.34,0,1,Surburban,0,Phone,No E-Mail,0
8083,3,"7) $1,000 +",1397.38,1,0,Urban,1,Web,No E-Mail,0
11219,2,3) $200 - $350,328.56,0,1,Surburban,0,Phone,Womens E-Mail,0
31073,9,1) $0 - $100,77.96,0,1,Urban,1,Web,Mens E-Mail,0
53548,11,1) $0 - $100,49.26,1,0,Urban,1,Web,No E-Mail,1
19035,2,2) $100 - $200,130.4,0,1,Surburban,0,Web,No E-Mail,1
34346,5,2) $100 - $200,158.15,0,1,Rural,0,Phone,Mens E-Mail,0
28720,12,3) $200 - $350,205.03,0,1,Urban,0,Phone,Womens E-Mail,1
4408,2,2) $100 - $200,119.04,1,0,Surburban,0,Web,No E-Mail,0
60955,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0
22495,5,5) $500 - $750,531.76,0,1,Rural,1,Web,Mens E-Mail,0
59172,3,4) $350 - $500,433.5,1,0,Urban,0,Web,No E-Mail,0
55842,10,4) $350 - $500,390.13,0,1,Urban,0,Phone,No E-Mail,0
35546,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1
62859,3,2) $100 - $200,157.97,1,0,Rural,1,Web,No E-Mail,0
40276,2,2) $100 - $200,113.56,1,0,Urban,1,Web,No E-Mail,0
31314,4,3) $200 - $350,315.48,1,0,Urban,1,Multichannel,Mens E-Mail,0
52523,3,1) $0 - $100,44.89,1,0,Surburban,1,Web,No E-Mail,0
36358,10,"6) $750 - $1,000",814.22,1,0,Surburban,1,Phone,No E-Mail,0
2746,10,1) $0 - $100,93.67,0,1,Urban,1,Phone,Mens E-Mail,0
48357,7,5) $500 - $750,604.44,0,1,Urban,1,Web,Womens E-Mail,1
10049,8,1) $0 - $100,60.75,0,1,Surburban,0,Web,Womens E-Mail,0
16496,9,5) $500 - $750,507.09,0,1,Rural,1,Web,Mens E-Mail,0
37088,3,2) $100 - $200,153.73,0,1,Urban,0,Web,No E-Mail,0
60220,5,3) $200 - $350,309.3,1,1,Urban,0,Web,Mens E-Mail,1
20548,10,1) $0 - $100,36.06,0,1,Rural,1,Phone,No E-Mail,0
4539,10,1) $0 - $100,88.37,1,0,Urban,0,Web,No E-Mail,0
42050,7,2) $100 - $200,144.34,0,1,Surburban,1,Web,No E-Mail,0
12299,10,3) $200 - $350,326.24,1,0,Surburban,0,Phone,Mens E-Mail,0
31811,2,3) $200 - $350,234.06,1,0,Urban,0,Multichannel,Mens E-Mail,1
46399,8,1) $0 - $100,93.57,0,1,Urban,0,Web,Womens E-Mail,0
35711,1,1) $0 - $100,47.02,1,0,Surburban,1,Web,Mens E-Mail,0
3606,7,1) $0 - $100,63.99,1,0,Urban,0,Web,Mens E-Mail,0
17940,12,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0
14796,4,2) $100 - $200,141.22,0,1,Surburban,1,Web,Womens E-Mail,0
42201,1,1) $0 - $100,40.33,0,1,Rural,1,Phone,Mens E-Mail,1
58982,3,2) $100 - $200,169.04,1,0,Surburban,0,Phone,Womens E-Mail,0
5645,2,"7) $1,000 +",1486.19,1,0,Urban,1,Web,Mens E-Mail,0
28122,4,2) $100 - $200,189.99,1,0,Surburban,0,Phone,Mens E-Mail,0
23004,1,5) $500 - $750,734.63,1,1,Urban,1,Phone,Womens E-Mail,0
56579,1,4) $350 - $500,404.14,1,0,Surburban,0,Multichannel,No E-Mail,0
31334,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0
60999,1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0
5176,9,2) $100 - $200,166.06,0,1,Urban,0,Phone,Womens E-Mail,0
15925,9,4) $350 - $500,481.44,0,1,Rural,0,Web,No E-Mail,0
61777,9,1) $0 - $100,32.93,0,1,Rural,1,Phone,Mens E-Mail,0
37030,9,2) $100 - $200,101.1,0,1,Urban,1,Phone,No E-Mail,0
7136,11,2) $100 - $200,165.0,0,1,Surburban,0,Web,Mens E-Mail,0
29959,6,1) $0 - $100,60.88,1,0,Surburban,1,Phone,No E-Mail,0
26737,1,2) $100 - $200,158.78,0,1,Surburban,0,Phone,Mens E-Mail,0
37637,11,2) $100 - $200,172.55,0,1,Surburban,1,Phone,No E-Mail,0
44391,3,1) $0 - $100,36.96,0,1,Urban,0,Phone,Womens E-Mail,0
23406,11,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,1
19287,7,1) $0 - $100,45.36,0,1,Urban,1,Phone,Womens E-Mail,0
10442,1,2) $100 - $200,108.4,0,1,Urban,1,Phone,No E-Mail,0
31619,5,3) $200 - $350,201.83,1,1,Urban,0,Web,Womens E-Mail,0
7855,11,3) $200 - $350,247.31,1,1,Urban,1,Web,Mens E-Mail,1
40287,2,1) $0 - $100,85.17,1,0,Rural,0,Phone,Mens E-Mail,1
41316,7,1) $0 - $100,86.16,0,1,Urban,1,Web,Womens E-Mail,0
124,1,2) $100 - $200,102.94,1,0,Urban,0,Web,Womens E-Mail,0
43756,7,1) $0 - $100,69.98,0,1,Surburban,0,Phone,Mens E-Mail,0
15994,5,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0
28027,11,1) $0 - $100,86.92,0,1,Surburban,0,Web,No E-Mail,1
23659,10,5) $500 - $750,579.8,1,1,Urban,1,Phone,Mens E-Mail,0
47978,1,2) $100 - $200,199.6,1,0,Urban,1,Web,Womens E-Mail,0
11612,10,2) $100 - $200,118.15,0,1,Surburban,1,Web,No E-Mail,0
295,2,1) $0 - $100,90.91,1,0,Surburban,0,Web,Mens E-Mail,0
51852,2,4) $350 - $500,412.58,1,1,Rural,0,Multichannel,Mens E-Mail,1
940,3,2) $100 - $200,111.42,1,0,Surburban,1,Web,Mens E-Mail,0
33470,3,1) $0 - $100,54.79,1,0,Surburban,0,Web,Mens E-Mail,0
28922,9,1) $0 - $100,53.86,0,1,Surburban,0,Phone,Mens E-Mail,0
27123,1,4) $350 - $500,365.19,0,1,Urban,0,Phone,No E-Mail,0
7778,11,4) $350 - $500,439.13,1,1,Surburban,0,Web,Mens E-Mail,0
42453,7,4) $350 - $500,481.76,1,0,Urban,0,Phone,Mens E-Mail,1
29659,12,3) $200 - $350,236.42,0,1,Rural,0,Web,Womens E-Mail,0
11872,5,1) $0 - $100,41.87,1,0,Surburban,0,Phone,No E-Mail,1
37138,7,1) $0 - $100,79.35,0,1,Rural,1,Web,Mens E-Mail,0
47713,11,2) $100 - $200,140.78,1,0,Surburban,1,Web,No E-Mail,0
30818,11,3) $200 - $350,256.42,1,1,Surburban,1,Web,Mens E-Mail,0
53227,2,1) $0 - $100,93.55,0,1,Surburban,1,Web,No E-Mail,0
11671,3,3) $200 - $350,222.15,1,1,Surburban,0,Phone,No E-Mail,0
402,7,2) $100 - $200,145.89,0,1,Urban,0,Phone,No E-Mail,0
1230,9,1) $0 - $100,73.92,0,1,Surburban,0,Web,Womens E-Mail,0
5152,9,1) $0 - $100,60.42,1,0,Surburban,0,Phone,Mens E-Mail,0
31064,10,1) $0 - $100,59.29,0,1,Urban,0,Web,Mens E-Mail,0
3718,1,3) $200 - $350,202.62,1,0,Rural,1,Web,Mens E-Mail,0
44368,6,1) $0 - $100,93.61,1,0,Surburban,0,Web,No E-Mail,0
38995,3,5) $500 - $750,524.93,1,0,Rural,1,Web,Womens E-Mail,1
52951,1,1) $0 - $100,72.04,0,1,Surburban,0,Web,Womens E-Mail,1
